,Rank,Player,Blocks,PerGame,UniqueID,Rk,W,L,OL,PTS,Playoffs
1725,719,Jeremy Morin,5.0,0.12,CLS_2014,23.0,42,35,5,89,False
1726,748,Kerby Rychel,3.0,0.6,CLS_2014,23.0,42,35,5,89,False
1727,750,Dana Tyrell,3.0,1,CLS_2014,23.0,42,35,5,89,False
1728,767,Frederic St-Denis,2.0,0.5,CLS_2014,23.0,42,35,5,89,False
1729,778,Josh Anderson,2.0,0.33,CLS_2014,23.0,42,35,5,89,False
1730,831,Anton Forsberg,0.0,0,CLS_2014,23.0,42,35,5,89,False
1731,875,Sean Collins,0.0,0,CLS_2014,23.0,42,35,5,89,False
1732,888,Curtis McElhinney,0.0,0,CLS_2014,23.0,42,35,5,89,False
1733,894,Sergei Bobrovsky,0.0,0,CLS_2014,23.0,42,35,5,89,False
1734,942,Luke Adam,0.0,0,CLS_2014,23.0,42,35,5,89,False
1735,967,Ryan Craig,0.0,0,CLS_2014,23.0,42,35,5,89,False
1737,48,Roman Polak,128.0,2.29,TOR_2014,27.0,30,44,8,68,False
1738,53,Dion Phaneuf,126.0,1.8,TOR_2014,27.0,30,44,8,68,False
1739,95,Morgan Rielly,103.0,1.27,TOR_2014,27.0,30,44,8,68,False
1740,140,Jake Gardiner,83.0,1.05,TOR_2014,27.0,30,44,8,68,False
1741,155,Stephane Robidas,75.0,1.44,TOR_2014,27.0,30,44,8,68,False
1742,166,Eric Brewer,72.0,1.64,TOR_2014,27.0,30,44,8,68,False
1743,211,Richard Panik,57.0,0.75,TOR_2014,27.0,30,44,8,68,False
1744,278,Tyler Bozak,46.0,0.56,TOR_2014,27.0,30,44,8,68,False
1745,391,Tim Erixon,32.0,0.76,TOR_2014,27.0,30,44,8,68,False
1746,413,James van Riemsdyk,29.0,0.35,TOR_2014,27.0,30,44,8,68,False
1747,440,Zach Sill,27.0,0.43,TOR_2014,27.0,30,44,8,68,False
1748,465,Trevor Smith,25.0,0.46,TOR_2014,27.0,30,44,8,68,False
1749,467,Leo Komarov,25.0,0.4,TOR_2014,27.0,30,44,8,68,False
1750,494,Nazem Kadri,23.0,0.32,TOR_2014,27.0,30,44,8,68,False
1751,509,Peter Holland,21.0,0.34,TOR_2014,27.0,30,44,8,68,False
1752,524,Joffrey Lupul,20.0,0.36,TOR_2014,27.0,30,44,8,68,False
1753,534,Andrew MacWilliam,20.0,1.67,TOR_2014,27.0,30,44,8,68,False
1754,624,Stuart Percy,13.0,1.44,TOR_2014,27.0,30,44,8,68,False
1755,628,Phil Kessel,13.0,0.16,TOR_2014,27.0,30,44,8,68,False
1756,682,David Booth,8.0,0.14,TOR_2014,27.0,30,44,8,68,False
1757,698,Petter Granberg,7.0,1,TOR_2014,27.0,30,44,8,68,False
1758,724,Joakim Lindstrom,5.0,0.09,TOR_2014,27.0,30,44,8,68,False
1759,726,T.J. Brennan,5.0,0.83,TOR_2014,27.0,30,44,8,68,False
1760,731,Matt Frattin,4.0,0.44,TOR_2014,27.0,30,44,8,68,False
1761,736,Casey Bailey,4.0,0.67,TOR_2014,27.0,30,44,8,68,False
1762,740,Brandon Kozun,4.0,0.2,TOR_2014,27.0,30,44,8,68,False
1763,793,Sam Carrick,1.0,0.06,TOR_2014,27.0,30,44,8,68,False
1764,833,Troy Bodie,0.0,0,TOR_2014,27.0,30,44,8,68,False
1765,841,Josh Leivo,0.0,0,TOR_2014,27.0,30,44,8,68,False
1766,930,Colton Orr,0.0,0,TOR_2014,27.0,30,44,8,68,False
1767,963,Jonathan Bernier,0.0,0,TOR_2014,27.0,30,44,8,68,False
1768,968,James Reimer,0.0,0,TOR_2014,27.0,30,44,8,68,False
1769,49,Jonas Brodin,128.0,1.8,MIN_2014,12.0,46,28,8,100,True
1770,51,Ryan Suter,127.0,1.65,MIN_2014,12.0,46,28,8,100,True
1771,56,Jared Spurgeon,124.0,1.88,MIN_2014,12.0,46,28,8,100,True
1772,96,Nate Prosser,102.0,1.62,MIN_2014,12.0,46,28,8,100,True
1773,102,Marco Scandella,100.0,1.56,MIN_2014,12.0,46,28,8,100,True
1774,184,Kyle Brodziak,63.0,0.86,MIN_2014,12.0,46,28,8,100,True
1775,214,Zach Parise,56.0,0.76,MIN_2014,12.0,46,28,8,100,True
1776,237,Charlie Coyle,52.0,0.63,MIN_2014,12.0,46,28,8,100,True
1777,243,Matt Dumba,51.0,0.88,MIN_2014,12.0,46,28,8,100,True
1778,249,Jordan Leopold,50.0,1.16,MIN_2014,12.0,46,28,8,100,True
1779,282,Mikael Granlund,45.0,0.66,MIN_2014,12.0,46,28,8,100,True
1780,295,Erik Haula,42.0,0.58,MIN_2014,12.0,46,28,8,100,True
1781,298,Christian Folin,42.0,1.05,MIN_2014,12.0,46,28,8,100,True
1782,304,Mikko Koivu,41.0,0.51,MIN_2014,12.0,46,28,8,100,True
1783,393,Jason Pominville,32.0,0.39,MIN_2014,12.0,46,28,8,100,True
1784,395,Nino Niederreiter,32.0,0.4,MIN_2014,12.0,46,28,8,100,True
1785,402,Ryan Carter,30.0,0.57,MIN_2014,12.0,46,28,8,100,True
1786,448,Justin Fontaine,27.0,0.38,MIN_2014,12.0,46,28,8,100,True
1787,503,Matt Cooke,22.0,0.76,MIN_2014,12.0,46,28,8,100,True
1788,523,Keith Ballard,20.0,1.43,MIN_2014,12.0,46,28,8,100,True
1789,576,Chris Stewart,16.0,0.2,MIN_2014,12.0,46,28,8,100,True
1790,621,Thomas Vanek,13.0,0.16,MIN_2014,12.0,46,28,8,100,True
1791,622,Jason Zucker,13.0,0.25,MIN_2014,12.0,46,28,8,100,True
1792,623,Sean Bergenheim,13.0,0.23,MIN_2014,12.0,46,28,8,100,True
1793,671,Stu Bickel,9.0,1,MIN_2014,12.0,46,28,8,100,True
1794,685,Stephane Veilleux,8.0,0.67,MIN_2014,12.0,46,28,8,100,True
1795,711,Jordan Schroeder,6.0,0.24,MIN_2014,12.0,46,28,8,100,True
1796,768,Tyler Graovac,2.0,0.67,MIN_2014,12.0,46,28,8,100,True
1797,786,Jonathon Blum,2.0,0.5,MIN_2014,12.0,46,28,8,100,True
1798,821,Brett Sutter,1.0,0.17,MIN_2014,12.0,46,28,8,100,True
1799,866,John Curry,0.0,0,MIN_2014,12.0,46,28,8,100,True
1800,913,Devan Dubnyk,0.0,0,MIN_2014,12.0,46,28,8,100,True
1801,944,Niklas Backstrom,0.0,0,MIN_2014,12.0,46,28,8,100,True
1802,964,Darcy Kuemper,0.0,0,MIN_2014,12.0,46,28,8,100,True
1803,55,Mark Fayne,125.0,1.69,EDM_2014,28.0,24,44,14,62,False
1804,74,Justin Schultz,114.0,1.41,EDM_2014,28.0,24,44,14,62,False
1805,98,Oscar Klefbom,102.0,1.7,EDM_2014,28.0,24,44,14,62,False
1806,130,Andrew Ference,86.0,1.23,EDM_2014,28.0,24,44,14,62,False
1807,146,Boyd Gordon,80.0,1.18,EDM_2014,28.0,24,44,14,62,False
1808,165,Matt Hendricks,72.0,1.01,EDM_2014,28.0,24,44,14,62,False
1809,203,Martin Marincin,59.0,1.44,EDM_2014,28.0,24,44,14,62,False
1810,258,Nikita Nikitin,49.0,1.17,EDM_2014,28.0,24,44,14,62,False
1811,292,Derek Roy,43.0,0.6,EDM_2014,28.0,24,44,14,62,False
1812,327,Keith Aulie,37.0,1.19,EDM_2014,28.0,24,44,14,62,False
1813,332,Ryan Nugent-Hopkins,37.0,0.49,EDM_2014,28.0,24,44,14,62,False
1814,336,Taylor Hall,37.0,0.7,EDM_2014,28.0,24,44,14,62,False
1815,342,Jordan Eberle,36.0,0.44,EDM_2014,28.0,24,44,14,62,False
1816,400,Benoit Pouliot,31.0,0.53,EDM_2014,28.0,24,44,14,62,False
1817,434,Nail Yakupov,28.0,0.35,EDM_2014,28.0,24,44,14,62,False
1818,499,Brandon Davidson,22.0,1.83,EDM_2014,28.0,24,44,14,62,False
1819,532,Matt Fraser,20.0,0.33,EDM_2014,28.0,24,44,14,62,False
1820,549,Teddy Purcell,19.0,0.23,EDM_2014,28.0,24,44,14,62,False
1821,574,Tyler Pitlick,17.0,1,EDM_2014,28.0,24,44,14,62,False
1822,594,Luke Gazdic,15.0,0.38,EDM_2014,28.0,24,44,14,62,False
1823,618,Ryan Hamilton,13.0,0.81,EDM_2014,28.0,24,44,14,62,False
1824,637,Rob Klinkhammer,12.0,0.17,EDM_2014,28.0,24,44,14,62,False
1825,644,Anton Lander,12.0,0.32,EDM_2014,28.0,24,44,14,62,False
1826,658,Brad Hunt,10.0,0.91,EDM_2014,28.0,24,44,14,62,False
1827,677,Jesse Joensuu,9.0,0.45,EDM_2014,28.0,24,44,14,62,False
1828,681,Leon Draisaitl,8.0,0.22,EDM_2014,28.0,24,44,14,62,False
1829,688,David Musil,8.0,2,EDM_2014,28.0,24,44,14,62,False
1830,708,Andrew Miller,6.0,0.67,EDM_2014,28.0,24,44,14,62,False
1831,744,Iiro Pakarinen,3.0,0.18,EDM_2014,28.0,24,44,14,62,False
1832,761,Jordan Oesterle,3.0,0.5,EDM_2014,28.0,24,44,14,62,False
1833,772,Steven Pinizzotto,2.0,0.11,EDM_2014,28.0,24,44,14,62,False
1834,823,Curtis Hamilton,1.0,1,EDM_2014,28.0,24,44,14,62,False
1835,853,Ben Scrivens,0.0,0,EDM_2014,28.0,24,44,14,62,False
1836,881,Viktor Fasth,0.0,0,EDM_2014,28.0,24,44,14,62,False
1837,911,Darnell Nurse,0.0,0,EDM_2014,28.0,24,44,14,62,False
1838,917,Laurent Brossoit,0.0,0,EDM_2014,28.0,24,44,14,62,False
1839,921,Tyler Bunz,0.0,0,EDM_2014,28.0,24,44,14,62,False
1840,932,Bogdan Yakimov,0.0,0,EDM_2014,28.0,24,44,14,62,False
1841,959,Richard Bachman,0.0,0,EDM_2014,28.0,24,44,14,62,False
1843,58,Sami Vatanen,123.0,1.84,ANH_2014,3.0,51,24,7,109,True
1844,84,Cam Fowler,107.0,1.34,ANH_2014,3.0,51,24,7,109,True
1845,86,Francois Beauchemin,107.0,1.67,ANH_2014,3.0,51,24,7,109,True
1846,101,Simon Despres,101.0,1.35,ANH_2014,3.0,51,24,7,109,True
1847,109,Ryan Getzlaf,95.0,1.23,ANH_2014,3.0,51,24,7,109,True
1848,139,Clayton Stoner,84.0,1.22,ANH_2014,3.0,51,24,7,109,True
1849,144,James Wisniewski,81.0,1.17,ANH_2014,3.0,51,24,7,109,True
1850,152,Hampus Lindholm,77.0,0.99,ANH_2014,3.0,51,24,7,109,True
1851,173,Ryan Kesler,69.0,0.85,ANH_2014,3.0,51,24,7,109,True
1852,224,Korbinian Holzer,53.0,1.56,ANH_2014,3.0,51,24,7,109,True
1853,232,Nate Thompson,52.0,0.65,ANH_2014,3.0,51,24,7,109,True
1854,328,Jakob Silfverberg,37.0,0.46,ANH_2014,3.0,51,24,7,109,True
1855,407,Andrew Cogliano,30.0,0.37,ANH_2014,3.0,51,24,7,109,True
1856,410,Jiri Sekac,29.0,0.42,ANH_2014,3.0,51,24,7,109,True
1857,445,Corey Perry,27.0,0.4,ANH_2014,3.0,51,24,7,109,True
1858,466,Matt Beleskey,25.0,0.38,ANH_2014,3.0,51,24,7,109,True
1859,480,Josh Manson,24.0,0.86,ANH_2014,3.0,51,24,7,109,True
1860,483,Kyle Palmieri,24.0,0.42,ANH_2014,3.0,51,24,7,109,True
1861,500,Rickard Rakell,22.0,0.31,ANH_2014,3.0,51,24,7,109,True
1862,512,Mark Fistric,21.0,2.33,ANH_2014,3.0,51,24,7,109,True
1863,531,Emerson Etem,20.0,0.44,ANH_2014,3.0,51,24,7,109,True
1864,548,Tim Jackman,19.0,0.35,ANH_2014,3.0,51,24,7,109,True
1865,589,Tomas Fleischmann,15.0,0.23,ANH_2014,3.0,51,24,7,109,True
1866,663,Patrick Maroon,10.0,0.14,ANH_2014,3.0,51,24,7,109,True
1867,664,Colby Robak,10.0,0.83,ANH_2014,3.0,51,24,7,109,True
1868,757,Chris Wagner,3.0,0.33,ANH_2014,3.0,51,24,7,109,True
1869,790,Michael Sgarbossa,1.0,0.33,ANH_2014,3.0,51,24,7,109,True
1870,798,Stefan Noesen,1.0,1,ANH_2014,3.0,51,24,7,109,True
1871,856,Max Friberg,0.0,0,ANH_2014,3.0,51,24,7,109,True
1872,898,Jason LaBarbera,0.0,0,ANH_2014,3.0,51,24,7,109,True
1873,925,Frederik Andersen,0.0,0,ANH_2014,3.0,51,24,7,109,True
1874,929,Ilya Bryzgalov,0.0,0,ANH_2014,3.0,51,24,7,109,True
1875,962,John Gibson,0.0,0,ANH_2014,3.0,51,24,7,109,True
1877,63,Ron Hainsey,120.0,1.48,CAR_2014,26.0,30,41,11,71,False
1878,72,Justin Faulk,114.0,1.39,CAR_2014,26.0,30,41,11,71,False
1879,158,John-Michael Liles,74.0,1.3,CAR_2014,26.0,30,41,11,71,False
1880,196,Michal Jordan,61.0,1.61,CAR_2014,26.0,30,41,11,71,False
1881,223,Brett Bellemore,54.0,1.1,CAR_2014,26.0,30,41,11,71,False
1882,225,Jack Hillen,53.0,1.39,CAR_2014,26.0,30,41,11,71,False
1883,226,Jay McClement,53.0,0.65,CAR_2014,26.0,30,41,11,71,False
1884,279,Riley Nash,46.0,0.68,CAR_2014,26.0,30,41,11,71,False
1885,318,Patrick Dwyer,38.0,0.54,CAR_2014,26.0,30,41,11,71,False
1886,338,Ryan Murphy,37.0,1,CAR_2014,26.0,30,41,11,71,False
1887,339,Victor Rask,36.0,0.45,CAR_2014,26.0,30,41,11,71,False
1888,405,Elias Lindholm,30.0,0.37,CAR_2014,26.0,30,41,11,71,False
1889,441,Eric Staal,27.0,0.35,CAR_2014,26.0,30,41,11,71,False
1890,493,Nathan Gerbe,23.0,0.29,CAR_2014,26.0,30,41,11,71,False
1891,565,Andrej Nestrasil,17.0,0.31,CAR_2014,26.0,30,41,11,71,False
1892,572,Alexander Semin,17.0,0.3,CAR_2014,26.0,30,41,11,71,False
1893,573,Chris Terry,17.0,0.3,CAR_2014,26.0,30,41,11,71,False
1894,580,Brad Malone,16.0,0.25,CAR_2014,26.0,30,41,11,71,False
1895,591,Jordan Staal,15.0,0.33,CAR_2014,26.0,30,41,11,71,False
1896,635,Jeff Skinner,12.0,0.16,CAR_2014,26.0,30,41,11,71,False
1897,667,Zach Boychuk,9.0,0.29,CAR_2014,26.0,30,41,11,71,False
1898,693,Rasmus Rissanen,7.0,1.17,CAR_2014,26.0,30,41,11,71,False
1899,699,Danny Biega,7.0,0.7,CAR_2014,26.0,30,41,11,71,False
1900,742,Keegan Lowe,4.0,2,CAR_2014,26.0,30,41,11,71,False
1901,769,Brody Sutter,2.0,0.5,CAR_2014,26.0,30,41,11,71,False
1902,789,Patrick Brown,2.0,0.29,CAR_2014,26.0,30,41,11,71,False
1903,849,Anton Khudobin,0.0,0,CAR_2014,26.0,30,41,11,71,False
1904,861,Justin Shugg,0.0,0,CAR_2014,26.0,30,41,11,71,False
1905,924,Cam Ward,0.0,0,CAR_2014,26.0,30,41,11,71,False
1906,951,Brendan Woods,0.0,0,CAR_2014,26.0,30,41,11,71,False
1908,76,Cody Ceci,113.0,1.4,OTT_2014,14.0,43,26,13,99,True
1909,99,Mark Borowiecki,102.0,1.62,OTT_2014,14.0,43,26,13,99,True
1910,122,Erik Karlsson,89.0,1.09,OTT_2014,14.0,43,26,13,99,True
1911,154,Jared Cowen,76.0,1.41,OTT_2014,14.0,43,26,13,99,True
1912,171,Marc Methot,70.0,1.56,OTT_2014,14.0,43,26,13,99,True
1913,209,Eric Gryba,58.0,0.77,OTT_2014,14.0,43,26,13,99,True
1914,220,Chris Phillips,54.0,1.5,OTT_2014,14.0,43,26,13,99,True
1915,228,Mark Stone,53.0,0.66,OTT_2014,14.0,43,26,13,99,True
1916,229,Erik Condra,53.0,0.78,OTT_2014,14.0,43,26,13,99,True
1917,288,Patrick Wiercioch,44.0,0.79,OTT_2014,14.0,43,26,13,99,True
1918,308,Milan Michalek,40.0,0.61,OTT_2014,14.0,43,26,13,99,True
1919,309,Curtis Lazar,40.0,0.6,OTT_2014,14.0,43,26,13,99,True
1920,310,Kyle Turris,40.0,0.49,OTT_2014,14.0,43,26,13,99,True
1921,374,Bobby Ryan,33.0,0.42,OTT_2014,14.0,43,26,13,99,True
1922,385,Mike Hoffman,33.0,0.42,OTT_2014,14.0,43,26,13,99,True
1923,456,Mika Zibanejad,26.0,0.33,OTT_2014,14.0,43,26,13,99,True
1924,460,David Legwand,25.0,0.31,OTT_2014,14.0,43,26,13,99,True
1925,526,Jean-Gabriel Pageau,20.0,0.4,OTT_2014,14.0,43,26,13,99,True
1926,529,Alex Chiasson,20.0,0.26,OTT_2014,14.0,43,26,13,99,True
1927,562,Clarke MacArthur,17.0,0.27,OTT_2014,14.0,43,26,13,99,True
1928,600,Colin Greening,14.0,0.54,OTT_2014,14.0,43,26,13,99,True
1929,627,Zack Smith,13.0,0.35,OTT_2014,14.0,43,26,13,99,True
1930,655,Chris Neil,11.0,0.29,OTT_2014,14.0,43,26,13,99,True
1931,803,Matt Puempel,1.0,0.08,OTT_2014,14.0,43,26,13,99,True
1932,865,Robin Lehner,0.0,0,OTT_2014,14.0,43,26,13,99,True
1933,886,Andrew Hammond,0.0,0,OTT_2014,14.0,43,26,13,99,True
1934,908,Shane Prince,0.0,0,OTT_2014,14.0,43,26,13,99,True
1935,934,Craig Anderson,0.0,0,OTT_2014,14.0,43,26,13,99,True
1936,955,Chris Driedger,0.0,0,OTT_2014,14.0,43,26,13,99,True
1938,80,Victor Hedman,110.0,1.86,TB_2014,5.0,50,24,8,108,True
1939,93,Matthew Carle,104.0,1.76,TB_2014,5.0,50,24,8,108,True
1940,111,Jason Garrison,94.0,1.34,TB_2014,5.0,50,24,8,108,True
1941,138,Andrej Sustr,84.0,1.17,TB_2014,5.0,50,24,8,108,True
1942,151,Anton Stralman,77.0,0.94,TB_2014,5.0,50,24,8,108,True
1943,177,Brian Boyle,68.0,0.83,TB_2014,5.0,50,24,8,108,True
1944,181,Braydon Coburn,66.0,1.53,TB_2014,5.0,50,24,8,108,True
1945,208,Cedric Paquette,58.0,0.91,TB_2014,5.0,50,24,8,108,True
1946,246,Ondrej Palat,50.0,0.67,TB_2014,5.0,50,24,8,108,True
1947,272,Mark Barberio,46.0,0.88,TB_2014,5.0,50,24,8,108,True
1948,277,Ryan Callahan,46.0,0.6,TB_2014,5.0,50,24,8,108,True
1949,345,Tyler Johnson,36.0,0.47,TB_2014,5.0,50,24,8,108,True
1950,358,Steven Stamkos,35.0,0.43,TB_2014,5.0,50,24,8,108,True
1951,419,Valtteri Filppula,29.0,0.35,TB_2014,5.0,50,24,8,108,True
1952,432,Nikita Kucherov,28.0,0.34,TB_2014,5.0,50,24,8,108,True
1953,516,Alex Killorn,21.0,0.3,TB_2014,5.0,50,24,8,108,True
1954,525,J.T. Brown,20.0,0.38,TB_2014,5.0,50,24,8,108,True
1955,530,Luke Witkowski,20.0,1.25,TB_2014,5.0,50,24,8,108,True
1956,564,Nikita Nesterov,17.0,0.63,TB_2014,5.0,50,24,8,108,True
1957,578,Jonathan Drouin,16.0,0.23,TB_2014,5.0,50,24,8,108,True
1958,581,Brenden Morrow,16.0,0.23,TB_2014,5.0,50,24,8,108,True
1959,626,Vladislav Namestnikov,13.0,0.3,TB_2014,5.0,50,24,8,108,True
1960,762,Carter Ashton,3.0,0.43,TB_2014,5.0,50,24,8,108,True
1961,766,Slater Koekkoek,3.0,1,TB_2014,5.0,50,24,8,108,True
1962,862,Jonathan Marchessault,0.0,0,TB_2014,5.0,50,24,8,108,True
1963,868,Andrei Vasilevskiy,0.0,0,TB_2014,5.0,50,24,8,108,True
1964,873,Mike Angelidis,0.0,0,TB_2014,5.0,50,24,8,108,True
1965,928,Mike Blunden,0.0,0,TB_2014,5.0,50,24,8,108,True
1966,954,Ben Bishop,0.0,0,TB_2014,5.0,50,24,8,108,True
1968,87,Niklas Kronwall,106.0,1.33,DET_2014,11.0,43,25,14,100,True
1969,104,Drew Miller,99.0,1.21,DET_2014,11.0,43,25,14,100,True
1970,115,Marek Zidlicky,92.0,1.1,DET_2014,11.0,43,25,14,100,True
1971,126,Danny DeKeyser,88.0,1.1,DET_2014,11.0,43,25,14,100,True
1972,142,Kyle Quincey,82.0,1.12,DET_2014,11.0,43,25,14,100,True
1973,164,Luke Glendening,73.0,0.89,DET_2014,11.0,43,25,14,100,True
1974,178,Brendan Smith,68.0,0.89,DET_2014,11.0,43,25,14,100,True
1975,218,Jonathan Ericsson,55.0,0.67,DET_2014,11.0,43,25,14,100,True
1976,401,Gustav Nyquist,31.0,0.38,DET_2014,11.0,43,25,14,100,True
1977,429,Justin Abdelkader,28.0,0.39,DET_2014,11.0,43,25,14,100,True
1978,436,Pavel Datsyuk,28.0,0.44,DET_2014,11.0,43,25,14,100,True
1979,457,Henrik Zetterberg,26.0,0.34,DET_2014,11.0,43,25,14,100,True
1980,464,Jakub Kindl,25.0,0.71,DET_2014,11.0,43,25,14,100,True
1981,469,Darren Helm,25.0,0.33,DET_2014,11.0,43,25,14,100,True
1982,472,Joakim Andersson,24.0,0.35,DET_2014,11.0,43,25,14,100,True
1983,522,Erik Cole,20.0,0.29,DET_2014,11.0,43,25,14,100,True
1984,528,Riley Sheahan,20.0,0.25,DET_2014,11.0,43,25,14,100,True
1985,560,Tomas Tatar,18.0,0.22,DET_2014,11.0,43,25,14,100,True
1986,597,Brian Lashoff,14.0,1.27,DET_2014,11.0,43,25,14,100,True
1987,616,Xavier Ouellet,13.0,0.62,DET_2014,11.0,43,25,14,100,True
1988,619,Johan Franzen,13.0,0.39,DET_2014,11.0,43,25,14,100,True
1989,643,Stephen Weiss,12.0,0.23,DET_2014,11.0,43,25,14,100,True
1990,652,Tomas Jurco,11.0,0.17,DET_2014,11.0,43,25,14,100,True
1991,659,Alexey Marchenko,10.0,0.77,DET_2014,11.0,43,25,14,100,True
1992,670,Daniel Cleary,9.0,0.53,DET_2014,11.0,43,25,14,100,True
1993,732,Teemu Pulkkinen,4.0,0.13,DET_2014,11.0,43,25,14,100,True
1994,747,Landon Ferraro,3.0,1,DET_2014,11.0,43,25,14,100,True
1995,830,Petr Mrazek,0.0,0,DET_2014,11.0,43,25,14,100,True
1996,839,Jimmy Howard,0.0,0,DET_2014,11.0,43,25,14,100,True
1997,878,Tom McCollum,0.0,0,DET_2014,11.0,43,25,14,100,True
1998,966,Jonas Gustavsson,0.0,0,DET_2014,11.0,43,25,14,100,True
2000,1,Dennis Seidenberg,215.0,2.72,BOS_2009,14.0,39,30,13,91,True
2001,74,Dennis Wideman,110.0,1.45,BOS_2009,14.0,39,30,13,91,True
2002,89,Zdeno Chara,104.0,1.3,BOS_2009,14.0,39,30,13,91,True
2003,131,Mark Stuart,82.0,1.46,BOS_2009,14.0,39,30,13,91,True
2004,169,Andrew Ference,66.0,1.29,BOS_2009,14.0,39,30,13,91,True
2005,171,Matt Hunwick,65.0,0.86,BOS_2009,14.0,39,30,13,91,True
2006,201,Johnny Boychuk,58.0,1.14,BOS_2009,14.0,39,30,13,91,True
2007,260,Patrice Bergeron,45.0,0.62,BOS_2009,14.0,39,30,13,91,True
2008,310,David Krejci,37.0,0.47,BOS_2009,14.0,39,30,13,91,True
2009,348,Blake Wheeler,33.0,0.4,BOS_2009,14.0,39,30,13,91,True
2010,354,Steve Begin,32.0,0.42,BOS_2009,14.0,39,30,13,91,True
2011,437,Daniel Paille,24.0,0.32,BOS_2009,14.0,39,30,13,91,True
2012,440,Marco Sturm,24.0,0.32,BOS_2009,14.0,39,30,13,91,True
2013,443,Michael Ryder,24.0,0.29,BOS_2009,14.0,39,30,13,91,True
2014,454,Mark Recchi,22.0,0.27,BOS_2009,14.0,39,30,13,91,True
2015,463,Vladimir Sobotka,21.0,0.34,BOS_2009,14.0,39,30,13,91,True
2016,537,Shawn Thornton,17.0,0.23,BOS_2009,14.0,39,30,13,91,True
2017,538,Adam McQuaid,17.0,0.89,BOS_2009,14.0,39,30,13,91,True
2018,573,Milan Lucic,14.0,0.28,BOS_2009,14.0,39,30,13,91,True
2019,615,Marc Savard,11.0,0.27,BOS_2009,14.0,39,30,13,91,True
2020,695,Trent Whitfield,5.0,0.31,BOS_2009,14.0,39,30,13,91,True
2021,703,Brad Marchand,4.0,0.2,BOS_2009,14.0,39,30,13,91,True
2022,708,Jeff Penner,4.0,2,BOS_2009,14.0,39,30,13,91,True
2023,718,Miroslav Satan,4.0,0.11,BOS_2009,14.0,39,30,13,91,True
2024,737,Andrew Bodnarchuk,3.0,0.6,BOS_2009,14.0,39,30,13,91,True
2025,772,Zach Hamill,2.0,2,BOS_2009,14.0,39,30,13,91,True
2026,787,Drew Larman,1.0,0.25,BOS_2009,14.0,39,30,13,91,True
2027,799,Andy Wozniewski,1.0,0.5,BOS_2009,14.0,39,30,13,91,True
2028,854,Mikko Lehtonen,0.0,0,BOS_2009,14.0,39,30,13,91,True
2029,867,Tuukka Rask,0.0,0,BOS_2009,14.0,39,30,13,91,True
2030,911,Guillaume Lefebvre,0.0,0,BOS_2009,14.0,39,30,13,91,True
2031,942,Tim Thomas,0.0,0,BOS_2009,14.0,39,30,13,91,True
2032,2,Andy Sutton,204.0,2.83,OTT_2009,13.0,44,32,6,94,True
2033,8,Anton Volchenkov,172.0,2.69,OTT_2009,13.0,44,32,6,94,True
2034,27,Chris Phillips,142.0,1.73,OTT_2009,13.0,44,32,6,94,True
2035,52,Matt Carkner,125.0,1.54,OTT_2009,13.0,44,32,6,94,True
2036,126,Filip Kuba,86.0,1.62,OTT_2009,13.0,44,32,6,94,True
2037,137,Mike Fisher,80.0,1.01,OTT_2009,13.0,44,32,6,94,True
2038,143,Chris Campoli,78.0,1.16,OTT_2009,13.0,44,32,6,94,True
2039,241,Matt Cullen,48.0,0.59,OTT_2009,13.0,44,32,6,94,True
2040,242,Erik Karlsson,48.0,0.8,OTT_2009,13.0,44,32,6,94,True
2041,261,Jarkko Ruutu,45.0,0.55,OTT_2009,13.0,44,32,6,94,True
2042,263,Chris Kelly,44.0,0.54,OTT_2009,13.0,44,32,6,94,True
2043,318,Daniel Alfredsson,36.0,0.51,OTT_2009,13.0,44,32,6,94,True
2044,367,Milan Michalek,30.0,0.45,OTT_2009,13.0,44,32,6,94,True
2045,401,Brian Lee,27.0,1.17,OTT_2009,13.0,44,32,6,94,True
2046,408,Peter Regin,27.0,0.36,OTT_2009,13.0,44,32,6,94,True
2047,450,Nick Foligno,23.0,0.38,OTT_2009,13.0,44,32,6,94,True
2048,482,Jesse Winchester,20.0,0.38,OTT_2009,13.0,44,32,6,94,True
2049,484,Ryan Shannon,20.0,0.3,OTT_2009,13.0,44,32,6,94,True
2050,502,Alex Kovalev,19.0,0.25,OTT_2009,13.0,44,32,6,94,True
2051,518,Jonathan Cheechoo,18.0,0.3,OTT_2009,13.0,44,32,6,94,True
2052,622,Jason Spezza,11.0,0.18,OTT_2009,13.0,44,32,6,94,True
2053,650,Chris Neil,8.0,0.12,OTT_2009,13.0,44,32,6,94,True
2054,736,Derek Smith,3.0,1.5,OTT_2009,13.0,44,32,6,94,True
2055,771,Zack Smith,2.0,0.13,OTT_2009,13.0,44,32,6,94,True
2056,804,Ryan Keller,1.0,0.17,OTT_2009,13.0,44,32,6,94,True
2057,837,Pascal Leclaire,0.0,0,OTT_2009,13.0,44,32,6,94,True
2058,839,Mike Brodeur,0.0,0,OTT_2009,13.0,44,32,6,94,True
2059,851,Shean Donovan,0.0,0,OTT_2009,13.0,44,32,6,94,True
2060,860,Martin St. Pierre,0.0,0,OTT_2009,13.0,44,32,6,94,True
2061,874,Brian Elliott,0.0,0,OTT_2009,13.0,44,32,6,94,True
