,Rank,Player,Blocks,PerGame,UniqueID,Rk,W,L,OL,PTS,Playoffs
1386,322,Chris Butler,38.0,1.15,STL_2014,4.0,51,24,7,109,True
1387,329,Alexander Steen,37.0,0.5,STL_2014,4.0,51,24,7,109,True
1388,352,Marcel Goc,35.0,0.47,STL_2014,4.0,51,24,7,109,True
1389,355,Jori Lehtera,35.0,0.47,STL_2014,4.0,51,24,7,109,True
1390,404,Paul Stastny,30.0,0.41,STL_2014,4.0,51,24,7,109,True
1391,450,Patrik Berglund,26.0,0.34,STL_2014,4.0,51,24,7,109,True
1392,501,Petteri Lindbohm,22.0,0.96,STL_2014,4.0,51,24,7,109,True
1393,518,Dmitrij Jaskin,21.0,0.39,STL_2014,4.0,51,24,7,109,True
1394,540,Olli Jokinen,19.0,0.31,STL_2014,4.0,51,24,7,109,True
1395,552,Vladimir Tarasenko,18.0,0.23,STL_2014,4.0,51,24,7,109,True
1396,611,Steve Ott,14.0,0.18,STL_2014,4.0,51,24,7,109,True
1397,614,Ryan Reaves,14.0,0.17,STL_2014,4.0,51,24,7,109,True
1398,710,Adam Cracknell,6.0,0.35,STL_2014,4.0,51,24,7,109,True
1399,741,Ty Rattie,4.0,0.36,STL_2014,4.0,51,24,7,109,True
1400,806,Chris Porter,1.0,0.04,STL_2014,4.0,51,24,7,109,True
1401,824,Colin Fraser,1.0,1,STL_2014,4.0,51,24,7,109,True
1402,851,Jake Allen,0.0,0,STL_2014,4.0,51,24,7,109,True
1403,877,Brian Elliott,0.0,0,STL_2014,4.0,51,24,7,109,True
1404,945,Magnus Paajarvi,0.0,0,STL_2014,4.0,51,24,7,109,True
1405,957,Martin Brodeur,0.0,0,STL_2014,4.0,51,24,7,109,True
1408,19,Alex Goligoski,157.0,1.94,DAL_2014,19.0,41,31,10,92,False
1409,61,Trevor Daley,123.0,1.81,DAL_2014,19.0,41,31,10,92,False
1410,62,Jordie Benn,121.0,1.66,DAL_2014,19.0,41,31,10,92,False
1411,135,Jason Demers,85.0,1.05,DAL_2014,19.0,41,31,10,92,False
1412,150,John Klingberg,77.0,1.18,DAL_2014,19.0,41,31,10,92,False
1413,168,Antoine Roussel,71.0,0.89,DAL_2014,19.0,41,31,10,92,False
1414,180,Jyrki Jokipakka,66.0,1.29,DAL_2014,19.0,41,31,10,92,False
1415,195,Vernon Fiddler,61.0,0.76,DAL_2014,19.0,41,31,10,92,False
1416,204,Cody Eakin,59.0,0.76,DAL_2014,19.0,41,31,10,92,False
1417,248,Jamie Benn,50.0,0.61,DAL_2014,19.0,41,31,10,92,False
1418,263,Ryan Garbutt,48.0,0.72,DAL_2014,19.0,41,31,10,92,False
1419,271,Jamie Oleksiak,46.0,1.28,DAL_2014,19.0,41,31,10,92,False
1420,302,Colton Sceviour,41.0,0.58,DAL_2014,19.0,41,31,10,92,False
1421,353,Ales Hemsky,35.0,0.46,DAL_2014,19.0,41,31,10,92,False
1422,446,Patrick Eaves,27.0,0.57,DAL_2014,19.0,41,31,10,92,False
1423,455,Jason Spezza,26.0,0.32,DAL_2014,19.0,41,31,10,92,False
1424,458,Tyler Seguin,26.0,0.37,DAL_2014,19.0,41,31,10,92,False
1425,463,Shawn Horcoff,25.0,0.33,DAL_2014,19.0,41,31,10,92,False
1426,481,Travis Moen,24.0,0.55,DAL_2014,19.0,41,31,10,92,False
1427,508,Patrik Nemeth,21.0,0.95,DAL_2014,19.0,41,31,10,92,False
1428,617,Curtis McKenzie,13.0,0.36,DAL_2014,19.0,41,31,10,92,False
1429,712,Brett Ritchie,5.0,0.16,DAL_2014,19.0,41,31,10,92,False
1430,814,Valeri Nichushkin,1.0,0.13,DAL_2014,19.0,41,31,10,92,False
1431,832,Jussi Rynnas,0.0,0,DAL_2014,19.0,41,31,10,92,False
1432,835,Kari Lehtonen,0.0,0,DAL_2014,19.0,41,31,10,92,False
1433,855,Travis Morin,0.0,0,DAL_2014,19.0,41,31,10,92,False
1434,915,Jhonas Enroth,0.0,0,DAL_2014,19.0,41,31,10,92,False
1435,941,Brendan Ranford,0.0,0,DAL_2014,19.0,41,31,10,92,False
1436,20,Johnny Boychuk,149.0,2.07,NYI_2014,8.0,47,28,7,101,True
1437,35,Thomas Hickey,136.0,1.68,NYI_2014,8.0,47,28,7,101,True
1438,41,Travis Hamonic,131.0,1.85,NYI_2014,8.0,47,28,7,101,True
1439,43,Calvin de Haan,130.0,2,NYI_2014,8.0,47,28,7,101,True
1440,118,Nick Leddy,90.0,1.15,NYI_2014,8.0,47,28,7,101,True
1441,134,Brian Strait,85.0,1.63,NYI_2014,8.0,47,28,7,101,True
1442,147,Frans Nielsen,80.0,1.03,NYI_2014,8.0,47,28,7,101,True
1443,192,Lubomir Visnovsky,61.0,1.15,NYI_2014,8.0,47,28,7,101,True
1444,205,Nikolay Kulemin,58.0,0.71,NYI_2014,8.0,47,28,7,101,True
1445,238,Brock Nelson,52.0,0.63,NYI_2014,8.0,47,28,7,101,True
1446,247,Casey Cizikas,50.0,0.71,NYI_2014,8.0,47,28,7,101,True
1447,331,John Tavares,37.0,0.45,NYI_2014,8.0,47,28,7,101,True
1448,340,Matt Martin,36.0,0.46,NYI_2014,8.0,47,28,7,101,True
1449,349,Josh Bailey,36.0,0.51,NYI_2014,8.0,47,28,7,101,True
1450,398,Cal Clutterbuck,31.0,0.41,NYI_2014,8.0,47,28,7,101,True
1451,421,Anders Lee,29.0,0.38,NYI_2014,8.0,47,28,7,101,True
1452,495,Kyle Okposo,23.0,0.38,NYI_2014,8.0,47,28,7,101,True
1453,511,Ryan Strome,21.0,0.26,NYI_2014,8.0,47,28,7,101,True
1454,519,Michael Grabner,21.0,0.62,NYI_2014,8.0,47,28,7,101,True
1455,539,Mikhail Grabovski,19.0,0.37,NYI_2014,8.0,47,28,7,101,True
1456,577,Matt Donovan,16.0,1.33,NYI_2014,8.0,47,28,7,101,True
1457,686,Tyler Kennedy,8.0,0.21,NYI_2014,8.0,47,28,7,101,True
1458,692,Griffin Reinhart,8.0,1,NYI_2014,8.0,47,28,7,101,True
1459,706,Colin McDonald,6.0,0.33,NYI_2014,8.0,47,28,7,101,True
1460,730,Eric Boulton,4.0,0.4,NYI_2014,8.0,47,28,7,101,True
1461,759,Kael Mouillierat,3.0,0.5,NYI_2014,8.0,47,28,7,101,True
1462,810,Harry Zolnierczyk,1.0,0.5,NYI_2014,8.0,47,28,7,101,True
1463,850,Michal Neuvirth,0.0,0,NYI_2014,8.0,47,28,7,101,True
1464,869,Jaroslav Halak,0.0,0,NYI_2014,8.0,47,28,7,101,True
1465,936,Kevin Poulin,0.0,0,NYI_2014,8.0,47,28,7,101,True
1469,23,Dennis Seidenberg,146.0,1.78,BOS_2014,17.0,41,27,14,96,False
1470,105,Zdeno Chara,99.0,1.57,BOS_2014,17.0,41,27,14,96,False
1471,116,Adam McQuaid,91.0,1.44,BOS_2014,17.0,41,27,14,96,False
1472,176,Torey Krug,68.0,0.87,BOS_2014,17.0,41,27,14,96,False
1473,197,Chris Kelly,61.0,0.76,BOS_2014,17.0,41,27,14,96,False
1474,199,Kevan Miller,60.0,1.46,BOS_2014,17.0,41,27,14,96,False
1475,200,Patrice Bergeron,60.0,0.74,BOS_2014,17.0,41,27,14,96,False
1476,230,Dougie Hamilton,53.0,0.74,BOS_2014,17.0,41,27,14,96,False
1477,241,Max Talbot,51.0,0.63,BOS_2014,17.0,41,27,14,96,False
1478,305,Gregory Campbell,41.0,0.59,BOS_2014,17.0,41,27,14,96,False
1479,312,Reilly Smith,39.0,0.48,BOS_2014,17.0,41,27,14,96,False
1480,348,Carl Soderberg,36.0,0.44,BOS_2014,17.0,41,27,14,96,False
1481,362,Daniel Paille,34.0,0.48,BOS_2014,17.0,41,27,14,96,False
1482,383,Zach Trotman,33.0,1.22,BOS_2014,17.0,41,27,14,96,False
1483,422,David Krejci,29.0,0.62,BOS_2014,17.0,41,27,14,96,False
1484,435,Brad Marchand,28.0,0.36,BOS_2014,17.0,41,27,14,96,False
1485,475,Matt Bartkowski,24.0,0.51,BOS_2014,17.0,41,27,14,96,False
1486,489,Milan Lucic,23.0,0.28,BOS_2014,17.0,41,27,14,96,False
1487,497,Loui Eriksson,23.0,0.28,BOS_2014,17.0,41,27,14,96,False
1488,498,Joe Morrow,22.0,1.47,BOS_2014,17.0,41,27,14,96,False
1489,632,Seth Griffith,13.0,0.43,BOS_2014,17.0,41,27,14,96,False
1490,634,Brett Connolly,13.0,0.24,BOS_2014,17.0,41,27,14,96,False
1491,654,David Pastrnak,11.0,0.24,BOS_2014,17.0,41,27,14,96,False
1492,695,Simon Gagne,7.0,0.3,BOS_2014,17.0,41,27,14,96,False
1493,727,Ryan Spooner,5.0,0.17,BOS_2014,17.0,41,27,14,96,False
1494,787,David Warsofsky,2.0,0.5,BOS_2014,17.0,41,27,14,96,False
1495,788,Paul Carey,2.0,0.2,BOS_2014,17.0,41,27,14,96,False
1496,882,Malcolm Subban,0.0,0,BOS_2014,17.0,41,27,14,96,False
1497,883,Bobby Robins,0.0,0,BOS_2014,17.0,41,27,14,96,False
1498,909,Tuukka Rask,0.0,0,BOS_2014,17.0,41,27,14,96,False
1499,922,Niklas Svedberg,0.0,0,BOS_2014,17.0,41,27,14,96,False
1500,946,Brian Ferlin,0.0,0,BOS_2014,17.0,41,27,14,96,False
1501,970,Alex Khokhlachev,0.0,0,BOS_2014,17.0,41,27,14,96,False
1502,972,Matt Lindblad,0.0,0,BOS_2014,17.0,41,27,14,96,False
1503,24,Drew Doughty,144.0,1.76,LA_2014,18.0,40,27,15,95,False
1504,44,Matt Greene,129.0,1.57,LA_2014,18.0,40,27,15,95,False
1505,66,Andrej Sekera,118.0,1.62,LA_2014,18.0,40,27,15,95,False
1506,68,Alec Martinez,117.0,2.09,LA_2014,18.0,40,27,15,95,False
1507,83,Jake Muzzin,108.0,1.42,LA_2014,18.0,40,27,15,95,False
1508,141,Robyn Regehr,83.0,1.24,LA_2014,18.0,40,27,15,95,False
1509,212,Jarret Stoll,57.0,0.78,LA_2014,18.0,40,27,15,95,False
1510,213,Brayden McNabb,56.0,0.79,LA_2014,18.0,40,27,15,95,False
1511,276,Anze Kopitar,46.0,0.58,LA_2014,18.0,40,27,15,95,False
1512,378,Jeff Carter,33.0,0.4,LA_2014,18.0,40,27,15,95,False
1513,431,Jamie McBain,28.0,1.08,LA_2014,18.0,40,27,15,95,False
1514,477,Justin Williams,24.0,0.3,LA_2014,18.0,40,27,15,95,False
1515,479,Dustin Brown,24.0,0.29,LA_2014,18.0,40,27,15,95,False
1516,550,Trevor Lewis,19.0,0.26,LA_2014,18.0,40,27,15,95,False
1517,598,Nick Shore,14.0,0.41,LA_2014,18.0,40,27,15,95,False
1518,604,Kyle Clifford,14.0,0.18,LA_2014,18.0,40,27,15,95,False
1519,610,Dwight King,14.0,0.17,LA_2014,18.0,40,27,15,95,False
1520,651,Jordan Nolan,11.0,0.18,LA_2014,18.0,40,27,15,95,False
1521,656,Tyler Toffoli,11.0,0.14,LA_2014,18.0,40,27,15,95,False
1522,662,Mike Richards,10.0,0.19,LA_2014,18.0,40,27,15,95,False
1523,672,Tanner Pearson,9.0,0.21,LA_2014,18.0,40,27,15,95,False
1524,676,Jeff Schultz,9.0,1,LA_2014,18.0,40,27,15,95,False
1525,689,Slava Voynov,8.0,1.33,LA_2014,18.0,40,27,15,95,False
1526,707,Marian Gaborik,6.0,0.09,LA_2014,18.0,40,27,15,95,False
1527,829,Martin Jones,0.0,0,LA_2014,18.0,40,27,15,95,False
1528,907,Jonathan Quick,0.0,0,LA_2014,18.0,40,27,15,95,False
1529,910,David van der Gulik,0.0,0,LA_2014,18.0,40,27,15,95,False
1530,969,Andy Andreoff,0.0,0,LA_2014,18.0,40,27,15,95,False
1533,25,Willie Mitchell,144.0,2.18,FLA_2014,20.0,38,29,15,91,False
1534,90,Dmitry Kulikov,105.0,1.44,FLA_2014,20.0,38,29,15,91,False
1535,133,Brian Campbell,85.0,1.04,FLA_2014,20.0,38,29,15,91,False
1536,145,Aaron Ekblad,80.0,0.99,FLA_2014,20.0,38,29,15,91,False
1537,156,Erik Gudbranson,75.0,0.99,FLA_2014,20.0,38,29,15,91,False
1538,239,Dylan Olsen,52.0,1.18,FLA_2014,20.0,38,29,15,91,False
1539,242,Derek MacKenzie,51.0,0.62,FLA_2014,20.0,38,29,15,91,False
1540,250,Jussi Jokinen,50.0,0.62,FLA_2014,20.0,38,29,15,91,False
1541,326,Brad Boyes,38.0,0.49,FLA_2014,20.0,38,29,15,91,False
1542,356,Aleksander Barkov,35.0,0.49,FLA_2014,20.0,38,29,15,91,False
1543,368,Alex Petrovic,34.0,1.03,FLA_2014,20.0,38,29,15,91,False
1544,380,Steven Kampfer,33.0,1.32,FLA_2014,20.0,38,29,15,91,False
1545,415,Nick Bjugstad,29.0,0.4,FLA_2014,20.0,38,29,15,91,False
1546,442,Scottie Upshall,27.0,0.43,FLA_2014,20.0,38,29,15,91,False
1547,482,Jonathan Huberdeau,24.0,0.3,FLA_2014,20.0,38,29,15,91,False
1548,504,Tomas Kopecky,22.0,0.34,FLA_2014,20.0,38,29,15,91,False
1549,513,Dave Bolland,21.0,0.4,FLA_2014,20.0,38,29,15,91,False
1550,544,Vincent Trocheck,19.0,0.38,FLA_2014,20.0,38,29,15,91,False
1551,609,Jaromir Jagr,14.0,0.18,FLA_2014,20.0,38,29,15,91,False
1552,633,Brandon Pirri,13.0,0.27,FLA_2014,20.0,38,29,15,91,False
1553,638,Shane O'Brien,12.0,1.33,FLA_2014,20.0,38,29,15,91,False
1554,642,Jimmy Hayes,12.0,0.17,FLA_2014,20.0,38,29,15,91,False
1555,720,Shawn Thornton,5.0,0.11,FLA_2014,20.0,38,29,15,91,False
1556,749,Dany Heatley,3.0,0.5,FLA_2014,20.0,38,29,15,91,False
1557,781,Greg McKegg,2.0,0.67,FLA_2014,20.0,38,29,15,91,False
1558,802,Corban Knight,1.0,0.5,FLA_2014,20.0,38,29,15,91,False
1559,807,Garrett Wilson,1.0,0.5,FLA_2014,20.0,38,29,15,91,False
1560,813,Jesse Blacker,1.0,1,FLA_2014,20.0,38,29,15,91,False
1561,815,Rocco Grimaldi,1.0,0.14,FLA_2014,20.0,38,29,15,91,False
1562,826,Roberto Luongo,0.0,0,FLA_2014,20.0,38,29,15,91,False
1563,895,Al Montoya,0.0,0,FLA_2014,20.0,38,29,15,91,False
1564,914,Dan Ellis,0.0,0,FLA_2014,20.0,38,29,15,91,False
1565,27,Mark Stuart,142.0,2.03,WPG_2014,13.0,43,26,13,99,True
1566,39,Tyler Myers,132.0,1.86,WPG_2014,13.0,43,26,13,99,True
1567,65,Jacob Trouba,120.0,1.85,WPG_2014,13.0,43,26,13,99,True
1568,113,Toby Enstrom,93.0,1.55,WPG_2014,13.0,43,26,13,99,True
1569,159,Jay Harrison,74.0,1.35,WPG_2014,13.0,43,26,13,99,True
1570,193,Mark Scheifele,61.0,0.74,WPG_2014,13.0,43,26,13,99,True
1571,201,Dustin Byfuglien,59.0,0.86,WPG_2014,13.0,43,26,13,99,True
1572,202,Adam Pardy,59.0,1.07,WPG_2014,13.0,43,26,13,99,True
1573,221,Blake Wheeler,54.0,0.68,WPG_2014,13.0,43,26,13,99,True
1574,233,Jim Slater,52.0,0.63,WPG_2014,13.0,43,26,13,99,True
1575,240,Ben Chiarot,51.0,1.28,WPG_2014,13.0,43,26,13,99,True
1576,306,Michael Frolik,41.0,0.5,WPG_2014,13.0,43,26,13,99,True
1577,321,Andrew Ladd,38.0,0.47,WPG_2014,13.0,43,26,13,99,True
1578,330,Jiri Tlusty,37.0,0.51,WPG_2014,13.0,43,26,13,99,True
1579,392,Adam Lowry,32.0,0.4,WPG_2014,13.0,43,26,13,99,True
1580,396,Bryan Little,32.0,0.46,WPG_2014,13.0,43,26,13,99,True
1581,411,Chris Thorburn,29.0,0.36,WPG_2014,13.0,43,26,13,99,True
1582,438,Paul Postma,28.0,0.67,WPG_2014,13.0,43,26,13,99,True
1583,485,Matt Halischuk,24.0,0.51,WPG_2014,13.0,43,26,13,99,True
1584,488,Lee Stempniak,23.0,0.32,WPG_2014,13.0,43,26,13,99,True
1585,527,Grant Clitsome,20.0,0.83,WPG_2014,13.0,43,26,13,99,True
1586,590,Drew Stafford,15.0,0.2,WPG_2014,13.0,43,26,13,99,True
1587,601,T.J. Galiardi,14.0,0.37,WPG_2014,13.0,43,26,13,99,True
1588,615,Mathieu Perreault,13.0,0.21,WPG_2014,13.0,43,26,13,99,True
1589,718,Anthony Peluso,5.0,0.1,WPG_2014,13.0,43,26,13,99,True
1590,808,Julien Brouillette,1.0,1,WPG_2014,13.0,43,26,13,99,True
1591,809,Keaton Ellerby,1.0,1,WPG_2014,13.0,43,26,13,99,True
1592,836,Joel Armia,0.0,0,WPG_2014,13.0,43,26,13,99,True
1593,840,Andrew Copp,0.0,0,WPG_2014,13.0,43,26,13,99,True
1594,863,Eric O'Dell,0.0,0,WPG_2014,13.0,43,26,13,99,True
1595,904,Michael Hutchinson,0.0,0,WPG_2014,13.0,43,26,13,99,True
1596,905,Patrice Cormier,0.0,0,WPG_2014,13.0,43,26,13,99,True
1597,927,Ondrej Pavelec,0.0,0,WPG_2014,13.0,43,26,13,99,True
1598,29,Brent Seabrook,141.0,1.72,CHI_2014,7.0,48,28,6,102,True
1599,50,Niklas Hjalmarsson,127.0,1.55,CHI_2014,7.0,48,28,6,102,True
1600,60,Johnny Oduya,123.0,1.62,CHI_2014,7.0,48,28,6,102,True
1601,77,Duncan Keith,113.0,1.41,CHI_2014,7.0,48,28,6,102,True
1602,128,Michal Rozsival,87.0,1.34,CHI_2014,7.0,48,28,6,102,True
1603,244,Antoine Vermette,50.0,0.61,CHI_2014,7.0,48,28,6,102,True
1604,252,Marcus Kruger,50.0,0.62,CHI_2014,7.0,48,28,6,102,True
1605,320,David Rundblad,38.0,0.78,CHI_2014,7.0,48,28,6,102,True
1606,350,Andrew Desjardins,35.0,0.51,CHI_2014,7.0,48,28,6,102,True
1607,373,Andrew Shaw,33.0,0.42,CHI_2014,7.0,48,28,6,102,True
1608,409,Brandon Saad,29.0,0.35,CHI_2014,7.0,48,28,6,102,True
1609,447,Brad Richards,27.0,0.36,CHI_2014,7.0,48,28,6,102,True
1610,454,Marian Hossa,26.0,0.32,CHI_2014,7.0,48,28,6,102,True
1611,505,Kris Versteeg,22.0,0.36,CHI_2014,7.0,48,28,6,102,True
1612,575,Joakim Nordstrom,17.0,0.45,CHI_2014,7.0,48,28,6,102,True
1613,582,Jonathan Toews,16.0,0.2,CHI_2014,7.0,48,28,6,102,True
1614,585,Kimmo Timonen,15.0,0.94,CHI_2014,7.0,48,28,6,102,True
1615,587,Patrick Sharp,15.0,0.22,CHI_2014,7.0,48,28,6,102,True
1616,593,Trevor van Riemsdyk,15.0,0.83,CHI_2014,7.0,48,28,6,102,True
1617,602,Teuvo Teravainen,14.0,0.41,CHI_2014,7.0,48,28,6,102,True
1618,603,Patrick Kane,14.0,0.23,CHI_2014,7.0,48,28,6,102,True
1619,631,Bryan Bickell,13.0,0.16,CHI_2014,7.0,48,28,6,102,True
1620,653,Kyle Cumiskey,11.0,1.57,CHI_2014,7.0,48,28,6,102,True
1621,704,Daniel Carcillo,7.0,0.18,CHI_2014,7.0,48,28,6,102,True
1622,784,Ryan Hartman,2.0,0.4,CHI_2014,7.0,48,28,6,102,True
1623,785,Michael Paliotta,2.0,2,CHI_2014,7.0,48,28,6,102,True
1624,834,Corey Crawford,0.0,0,CHI_2014,7.0,48,28,6,102,True
1625,845,Antti Raanta,0.0,0,CHI_2014,7.0,48,28,6,102,True
1626,885,Phillip Danault,0.0,0,CHI_2014,7.0,48,28,6,102,True
1627,919,Peter Regin,0.0,0,CHI_2014,7.0,48,28,6,102,True
1628,923,Kyle Baun,0.0,0,CHI_2014,7.0,48,28,6,102,True
1629,974,Scott Darling,0.0,0,CHI_2014,7.0,48,28,6,102,True
1631,32,Brenden Dillon,139.0,1.74,SJ_2014,22.0,40,33,9,89,False
1632,42,Justin Braun,130.0,1.86,SJ_2014,22.0,40,33,9,89,False
1633,57,Brent Burns,124.0,1.51,SJ_2014,22.0,40,33,9,89,False
1634,78,Marc-Edouard Vlasic,112.0,1.6,SJ_2014,22.0,40,33,9,89,False
1635,132,Joe Pavelski,86.0,1.05,SJ_2014,22.0,40,33,9,89,False
1636,157,Ben Smith,75.0,0.94,SJ_2014,22.0,40,33,9,89,False
1637,167,Logan Couture,71.0,0.87,SJ_2014,22.0,40,33,9,89,False
1638,175,Scott Hannan,69.0,1.19,SJ_2014,22.0,40,33,9,89,False
1639,183,Matt Irwin,65.0,1.23,SJ_2014,22.0,40,33,9,89,False
1640,207,Mirco Mueller,58.0,1.49,SJ_2014,22.0,40,33,9,89,False
1641,217,Tommy Wingels,55.0,0.73,SJ_2014,22.0,40,33,9,89,False
1642,317,Matthew Nieto,38.0,0.53,SJ_2014,22.0,40,33,9,89,False
1643,363,Matt Tennyson,34.0,1.26,SJ_2014,22.0,40,33,9,89,False
1644,375,Tomas Hertl,33.0,0.4,SJ_2014,22.0,40,33,9,89,False
1645,433,Patrick Marleau,28.0,0.34,SJ_2014,22.0,40,33,9,89,False
1646,453,Joe Thornton,26.0,0.33,SJ_2014,22.0,40,33,9,89,False
1647,459,Melker Karlsson,26.0,0.49,SJ_2014,22.0,40,33,9,89,False
1648,487,Barclay Goodrow,24.0,0.4,SJ_2014,22.0,40,33,9,89,False
1649,510,Karl Stollery,21.0,2.1,SJ_2014,22.0,40,33,9,89,False
1650,545,Adam Burish,19.0,0.95,SJ_2014,22.0,40,33,9,89,False
1651,566,Chris Tierney,17.0,0.4,SJ_2014,22.0,40,33,9,89,False
1652,599,John Scott,14.0,0.37,SJ_2014,22.0,40,33,9,89,False
1653,684,Taylor Fedun,8.0,1.14,SJ_2014,22.0,40,33,9,89,False
1654,701,Mike Brown,7.0,0.58,SJ_2014,22.0,40,33,9,89,False
1655,728,Eriah Hayes,4.0,1,SJ_2014,22.0,40,33,9,89,False
1656,816,Micheal Haley,1.0,0.25,SJ_2014,22.0,40,33,9,89,False
1657,819,Daniil Tarasov,1.0,0.2,SJ_2014,22.0,40,33,9,89,False
1658,842,Troy Grosenick,0.0,0,SJ_2014,22.0,40,33,9,89,False
1659,857,Evgeni Nabokov,0.0,0,SJ_2014,22.0,40,33,9,89,False
1660,859,Bryan Lerg,0.0,0,SJ_2014,22.0,40,33,9,89,False
1661,918,Antti Niemi,0.0,0,SJ_2014,22.0,40,33,9,89,False
1662,949,Alex Stalock,0.0,0,SJ_2014,22.0,40,33,9,89,False
1663,34,Paul Martin,139.0,1.88,PIT_2014,15.0,43,27,12,98,True
1664,69,Kris Letang,117.0,1.7,PIT_2014,15.0,43,27,12,98,True
1665,79,Rob Scuderi,110.0,1.34,PIT_2014,15.0,43,27,12,98,True
1666,91,Ben Lovejoy,105.0,1.75,PIT_2014,15.0,43,27,12,98,True
1667,106,Ian Cole,99.0,1.34,PIT_2014,15.0,43,27,12,98,True
1668,174,Daniel Winnik,69.0,0.87,PIT_2014,15.0,43,27,12,98,True
1669,256,Christian Ehrhoff,49.0,1,PIT_2014,15.0,43,27,12,98,True
1670,262,Brandon Sutter,48.0,0.6,PIT_2014,15.0,43,27,12,98,True
1671,285,Nick Spaling,45.0,0.55,PIT_2014,15.0,43,27,12,98,True
1672,341,Maxim Lapierre,36.0,0.45,PIT_2014,15.0,43,27,12,98,True
1673,366,Steve Downie,34.0,0.47,PIT_2014,15.0,43,27,12,98,True
1674,372,Patric Hornqvist,33.0,0.52,PIT_2014,15.0,43,27,12,98,True
1675,377,Olli Maatta,33.0,1.65,PIT_2014,15.0,43,27,12,98,True
1676,412,Chris Kunitz,29.0,0.39,PIT_2014,15.0,43,27,12,98,True
1677,416,Sidney Crosby,29.0,0.38,PIT_2014,15.0,43,27,12,98,True
1678,418,Craig Adams,29.0,0.41,PIT_2014,15.0,43,27,12,98,True
1679,514,David Perron,21.0,0.26,PIT_2014,15.0,43,27,12,98,True
1680,535,Derrick Pouliot,20.0,0.59,PIT_2014,15.0,43,27,12,98,True
1681,554,Evgeni Malkin,18.0,0.26,PIT_2014,15.0,43,27,12,98,True
1682,625,Beau Bennett,13.0,0.27,PIT_2014,15.0,43,27,12,98,True
1683,639,Andrew Ebbett,12.0,0.5,PIT_2014,15.0,43,27,12,98,True
1684,645,Blake Comeau,11.0,0.18,PIT_2014,15.0,43,27,12,98,True
1685,660,Scott Harrington,10.0,1,PIT_2014,15.0,43,27,12,98,True
1686,675,Brian Dumoulin,9.0,1.13,PIT_2014,15.0,43,27,12,98,True
1687,679,Jayson Megna,8.0,0.67,PIT_2014,15.0,43,27,12,98,True
1688,690,Pascal Dupuis,8.0,0.5,PIT_2014,15.0,43,27,12,98,True
1689,753,Taylor Chorney,3.0,0.43,PIT_2014,15.0,43,27,12,98,True
1690,763,Bryan Rust,3.0,0.21,PIT_2014,15.0,43,27,12,98,True
1691,779,Bobby Farnham,2.0,0.18,PIT_2014,15.0,43,27,12,98,True
1692,797,Dominik Uher,1.0,0.5,PIT_2014,15.0,43,27,12,98,True
1693,858,Marc-Andre Fleury,0.0,0,PIT_2014,15.0,43,27,12,98,True
1694,889,Jeff Zatkoff,0.0,0,PIT_2014,15.0,43,27,12,98,True
1695,890,Scott Wilson,0.0,0,PIT_2014,15.0,43,27,12,98,True
1696,958,Thomas Greiss,0.0,0,PIT_2014,15.0,43,27,12,98,True
1698,40,Jack Johnson,131.0,1.66,CLS_2014,23.0,42,35,5,89,False
1699,67,Fedor Tyutin,117.0,1.75,CLS_2014,23.0,42,35,5,89,False
1700,92,David Savard,105.0,1.28,CLS_2014,23.0,42,35,5,89,False
1701,136,Dalton Prout,84.0,1.33,CLS_2014,23.0,42,35,5,89,False
1702,234,Nick Foligno,52.0,0.66,CLS_2014,23.0,42,35,5,89,False
1703,260,Kevin Connauton,48.0,0.77,CLS_2014,23.0,42,35,5,89,False
1704,283,Alexander Wennberg,45.0,0.66,CLS_2014,23.0,42,35,5,89,False
1705,316,Cam Atkinson,39.0,0.5,CLS_2014,23.0,42,35,5,89,False
1706,319,Scott Hartnell,38.0,0.49,CLS_2014,23.0,42,35,5,89,False
1707,386,Ryan Johansen,33.0,0.4,CLS_2014,23.0,42,35,5,89,False
1708,388,Cody Goloubef,32.0,0.89,CLS_2014,23.0,42,35,5,89,False
1709,437,Corey Tropp,28.0,0.46,CLS_2014,23.0,42,35,5,89,False
1710,452,Artem Anisimov,26.0,0.5,CLS_2014,23.0,42,35,5,89,False
1711,471,Boone Jenner,25.0,0.81,CLS_2014,23.0,42,35,5,89,False
1712,478,Mark Letestu,24.0,0.44,CLS_2014,23.0,42,35,5,89,False
1713,533,Matt Calvert,20.0,0.36,CLS_2014,23.0,42,35,5,89,False
1714,536,Michael Chaput,20.0,0.61,CLS_2014,23.0,42,35,5,89,False
1715,537,Justin Falk,19.0,1.06,CLS_2014,23.0,42,35,5,89,False
1716,541,David Clarkson,19.0,0.31,CLS_2014,23.0,42,35,5,89,False
1717,563,Brian Gibbons,17.0,0.68,CLS_2014,23.0,42,35,5,89,False
1718,571,Jared Boll,17.0,0.24,CLS_2014,23.0,42,35,5,89,False
1719,588,Jack Skille,15.0,0.33,CLS_2014,23.0,42,35,5,89,False
1720,641,Marko Dano,12.0,0.34,CLS_2014,23.0,42,35,5,89,False
1721,646,Rene Bourque,11.0,0.22,CLS_2014,23.0,42,35,5,89,False
1722,648,Brandon Dubinsky,11.0,0.23,CLS_2014,23.0,42,35,5,89,False
1723,650,Ryan Murray,11.0,0.92,CLS_2014,23.0,42,35,5,89,False
1724,696,William Karlsson,7.0,0.33,CLS_2014,23.0,42,35,5,89,False
