Rank,Player,Team,Blocks,PerGame
154,James Wisniewski,CLS,73,0.97
155,Paul Ranger,TOR,72,1.36
156,Nikita Nikitin,CLS,72,1.09
157,Matt Donovan,NYI,72,1.38
158,Antoine Vermette,PHO,71,0.87
159,Francis Bouillon,MON,70,1.35
160,Marcus Kruger,CHI,70,0.86
161,Slava Voynov,LA,69,0.84
162,Brendan Smith,DET,69,0.97
163,Ryan Kesler,VAN,68,0.88
164,Logan Couture,SJ,68,1.05
165,Nick Bonino,ANH,68,0.88
166,Ian Cole,STL,68,1.48
167,Blake Wheeler,WPG,68,0.83
168,Joe Pavelski,SJ,68,0.83
169,Joel Ward,WAS,67,0.82
170,Sami Salo,TB,66,0.93
171,John Erskine,WAS,66,1.78
172,Dennis Seidenberg,BOS,66,1.94
173,Cory Sarich,COL,66,1.22
174,Dalton Prout,CLS,65,1.33
175,Clayton Stoner,MIN,65,1.03
176,Andrej Meszaros,BOS,64,1.23
177,Ondrej Palat,TB,64,0.79
178,Anton Stralman,NYR,64,0.79
179,Drew Miller,DET,63,0.77
180,Nikolai Kulemin,TOR,63,0.9
181,Daniel Winnik,ANH,62,0.82
182,Mikael Backlund,CGY,62,0.82
183,Dmitry Orlov,WAS,62,1.15
184,Hampus Lindholm,ANH,61,0.78
185,Matt Cooke,MIN,61,0.74
186,Martin Marincin,EDM,60,1.36
187,Jarret Stoll,LA,60,0.77
188,Ryan Callahan,TB,60,0.92
189,Eric Gryba,OTT,60,1.05
190,Jamie Benn,DAL,60,0.74
191,Matt Carkner,NYI,59,1.11
192,Craig Adams,PIT,59,0.72
193,Matt Hendricks,EDM,59,0.77
194,Matt Greene,LA,59,1.55
195,Ryan Murphy,CAR,58,1.21
196,Cody Eakin,DAL,58,0.72
197,Tommy Wingels,SJ,58,0.75
198,Ben Smith,CHI,58,0.77
199,Lars Eller,MON,58,0.75
200,Nick Holden,COL,57,1.06
201,Jay McClement,TOR,57,0.7
202,Tanner Glass,PIT,57,0.85
203,Tyson Barrie,COL,57,0.89
204,John Moore,NYR,57,0.77
205,Mark Pysyk,BUF,57,1.3
206,Patrice Bergeron,BOS,57,0.71
207,Connor Carrick,WAS,56,1.65
208,David Backes,STL,56,0.76
209,Manny Malhotra,CAR,56,0.81
210,Matt Bartkowski,BOS,56,0.88
211,David Krejci,BOS,56,0.7
212,Mattias Ekholm,NSH,55,0.89
213,Artem Anisimov,CLS,55,0.68
214,Michal Handzus,CHI,55,0.93
215,Brian Flynn,BUF,55,0.7
216,Dylan Olsen,FLA,55,1.25
217,Paul Gaustad,NSH,55,0.73
218,Adam Pardy,WPG,55,0.92
219,Matt Read,PHI,54,0.72
220,Travis Moen,MON,54,0.83
221,T.J. Oshie,STL,54,0.68
222,Brian Boyle,NYR,54,0.66
223,Nicklas Backstrom,WAS,54,0.66
224,Tyler Ennis,BUF,53,0.66
225,Dougie Hamilton,BOS,53,0.83
226,Deryk Engelland,PIT,52,0.93
227,Brad Richardson,VAN,52,0.71
228,Brian Gionta,MON,52,0.64
229,Gabriel Landeskog,COL,52,0.64
230,Vernon Fiddler,DAL,52,0.68
231,Kris Letang,PIT,51,1.38
232,Michael Frolik,WPG,51,0.63
233,John Mitchell,COL,51,0.68
234,Bryce Salvador,NJ,50,1.25
235,Adam Henrique,NJ,50,0.65
236,Erik Gustafsson,PHI,50,1.61
237,Cody Ceci,OTT,49,1
238,Antoine Roussel,DAL,49,0.6
239,David Moss,PHO,49,0.62
240,Stephane Robidas,ANH,49,1.29
241,Steve Oleksy,WAS,48,1.45
242,Patrick Dwyer,CAR,48,0.64
243,Casey Cizikas,NYI,48,0.6
244,Patrick Wiercioch,OTT,48,0.91
245,Ryan Garbutt,DAL,47,0.63
246,Sami Vatanen,ANH,47,0.98
247,Frans Nielsen,NYI,47,0.59
248,Mikael Granlund,MIN,46,0.73
249,Mark Fistric,ANH,46,1.35
250,Max Talbot,COL,46,0.57
251,Claude Giroux,PHI,46,0.56
252,Adam Hall,PHI,46,0.58
253,Keaton Ellerby,WPG,46,0.9
254,Paul Stastny,COL,46,0.65
255,Derek Stepan,NYR,46,0.56
256,Simon Despres,PIT,46,1.35
257,Gregory Campbell,BOS,46,0.56
258,Jonathan Ericsson,DET,46,0.96
259,Matthew Nieto,SJ,45,0.68
260,Nick Leddy,CHI,45,0.55
261,Tomas Plekanec,MON,45,0.56
262,Nate Thompson,TB,45,0.56
263,Zach Parise,MIN,45,0.67
264,Chris Higgins,VAN,45,0.58
265,Nathan MacKinnon,COL,45,0.55
266,Olli Jokinen,WPG,45,0.55
267,Mike Santorelli,VAN,44,0.9
268,Alexander Sulzer,BUF,44,1.76
269,Michael Raffl,PHI,44,0.65
270,Anze Kopitar,LA,44,0.54
271,Erik Condra,OTT,44,0.58
272,Matt Duchene,COL,44,0.62
273,Michal Rozsival,CHI,43,1.02
274,Marcel Goc,PIT,43,0.58
275,T.J. Galiardi,CGY,43,0.69
276,Zemgus Girgensons,BUF,43,0.61
277,Brad Richards,NYR,43,0.52
278,Andrew Desjardins,SJ,43,0.53
279,Marcus Foligno,BUF,43,0.58
280,Ryan O'Reilly,COL,43,0.54
281,Matt Moulson,MIN,43,0.57
282,Ed Jovanovski,FLA,42,1.14
283,Tyler Bozak,TOR,42,0.72
284,Matt Martin,NYI,42,0.53
285,Rich Peverley,DAL,42,0.68
286,Marc-Andre Cliche,COL,42,0.55
287,Nick Foligno,CLS,42,0.6
288,Grant Clitsome,WPG,42,1.31
289,Jakub Kindl,DET,42,0.64
290,Andrew Ladd,WPG,42,0.54
291,Michael Bournival,MON,42,0.7
292,Adam McQuaid,BOS,42,1.4
293,Jon Merrill,NJ,41,0.79
294,Mats Zuccarello,NYR,41,0.53
295,Taylor Hall,EDM,41,0.55
296,Kyle Brodziak,MIN,41,0.51
297,Matt D'Agostini,BUF,40,0.7
298,Brandon Sutter,PIT,40,0.49
299,Jordan Eberle,EDM,40,0.5
300,Sean Couturier,PHI,40,0.49
301,Troy Brouwer,WAS,39,0.48
302,Brandon Dubinsky,CLS,39,0.51
303,Dainius Zubrus,NJ,39,0.48
304,Ryan Johansen,CLS,39,0.48
305,Mark Scheifele,WPG,39,0.62
306,Scott Hartnell,PHI,39,0.5
307,Sheldon Brookbank,CHI,38,0.79
308,Shane O'Brien,CGY,38,0.84
309,Bryan Little,WPG,38,0.46
310,Connor Murphy,PHO,38,1.27
311,Cam Atkinson,CLS,38,0.48
312,Aaron Rome,DAL,38,1.52
313,Luca Sbisa,ANH,38,1.27
314,Martin St. Louis,NYR,38,0.47
315,Brock Nelson,NYI,38,0.53
316,David Legwand,DET,38,0.46
317,Jiri Tlusty,CAR,38,0.56
318,Luke Glendening,DET,38,0.68
319,Mark Barberio,TB,38,0.78
320,Lauri Korpikoski,PHO,38,0.59
321,Devin Setoguchi,WPG,37,0.49
322,Martin Hanzal,PHO,37,0.57
323,Ryan White,MON,37,0.71
324,Charlie Coyle,MIN,37,0.53
325,Keith Ballard,MIN,37,0.82
326,Adam Larsson,NJ,37,1.42
327,Jordan Staal,CAR,37,0.45
328,Brayden Schenn,PHI,37,0.45
329,Tyler Johnson,TB,37,0.45
330,Yannick Weber,VAN,37,0.76
331,Boone Jenner,CLS,37,0.51
332,Carl Soderberg,BOS,36,0.49
333,Matt Stajan,CGY,36,0.57
334,Trevor Lewis,LA,36,0.49
335,R.J. Umberger,CLS,36,0.49
336,Brendan Gallagher,MON,36,0.44
337,Andrew Cogliano,ANH,36,0.44
338,Evander Kane,WPG,36,0.57
339,Andrej Sustr,TB,36,0.84
340,Brad Boyes,FLA,35,0.45
341,David Desharnais,MON,35,0.44
342,Kyle Okposo,NYI,35,0.49
343,Colin Wilson,NSH,35,0.43
344,Nate Schmidt,WAS,35,1.21
345,Jamie McGinn,COL,35,0.44
346,Wayne Simmonds,PHI,35,0.43
347,Ryan Nugent-Hopkins,EDM,35,0.44
348,Joffrey Lupul,TOR,35,0.51
349,Eric Nystrom,NSH,35,0.44
350,David Clarkson,TOR,35,0.58
351,Steve Ott,STL,35,0.43
352,Brandon Prust,MON,35,0.67
353,Brooks Laich,WAS,35,0.69
354,Nazem Kadri,TOR,34,0.44
355,Chris Thorburn,WPG,34,0.62
356,Patric Hornqvist,NSH,34,0.45
357,James Sheppard,SJ,34,0.51
358,Gabriel Bourque,NSH,34,0.46
359,Sam Gagner,EDM,34,0.51
360,Tuomo Ruutu,NJ,34,0.45
361,Joe Thornton,SJ,34,0.41
362,Michael Kostka,TB,33,1.18
363,Cody McLeod,COL,33,0.46
364,Ales Hemsky,OTT,33,0.44
365,Kyle Turris,OTT,33,0.4
366,Jeff Halpern,PHO,33,0.48
367,Alexandre Burrows,VAN,33,0.67
368,Eric Fehr,WAS,33,0.45
369,Joe Colborne,CGY,33,0.41
370,Carl Hagelin,NYR,33,0.46
371,Max Pacioretty,MON,33,0.45
372,Valtteri Filppula,TB,33,0.44
373,Jay Beagle,WAS,32,0.52
374,Jaden Schwartz,STL,32,0.4
375,J.T. Brown,TB,32,0.51
376,Derek MacKenzie,CLS,32,0.45
377,Rasmus Ristolainen,BUF,32,0.94
378,Mikko Koivu,MIN,32,0.49
379,Nick Spaling,NSH,32,0.45
380,Milan Michalek,OTT,31,0.38
381,Philip Larsen,EDM,31,1.03
382,Justin Abdelkader,DET,31,0.44
383,Kyle Palmieri,ANH,31,0.44
384,Jason Pominville,MIN,31,0.38
385,Jussi Jokinen,PIT,31,0.38
386,David Jones,CGY,31,0.65
387,Alex Killorn,TB,31,0.38
388,Bobby Ryan,OTT,30,0.43
389,Derek Roy,STL,30,0.4
390,Jason Chimera,WAS,30,0.37
391,Patrik Berglund,STL,30,0.38
392,Colin Greening,OTT,30,0.39
393,Saku Koivu,ANH,30,0.46
394,Tyson Strachan,WAS,30,1.67
395,Alexander Semin,CAR,30,0.46
396,Daniel Paille,BOS,30,0.42
397,Dany Heatley,MIN,30,0.39
398,Phil Kessel,TOR,30,0.37
399,Patrick Marleau,SJ,29,0.35
400,Chris Kelly,BOS,29,0.51
401,Ryan Smyth,EDM,29,0.4
402,Josh Bailey,NYI,29,0.38
403,James van Riemsdyk,TOR,29,0.36
404,Paul Postma,WPG,29,1.45
405,Jeff Carter,LA,29,0.4
406,Shawn Matthias,VAN,29,0.38
407,Michael Cammalleri,CGY,29,0.46
408,Kevin Connauton,DAL,29,0.81
409,Peter Harrold,NJ,29,0.88
410,Pascal Dupuis,PIT,29,0.74
411,Chad Ruhwedel,BUF,29,1.38
412,Shawn Horcoff,DAL,29,0.38
413,Matt Calvert,CLS,29,0.52
414,Rick Nash,NYR,29,0.45
415,Eric Staal,CAR,28,0.35
416,Taylor Pyatt,PIT,28,0.5
417,Justin Falk,NYR,28,1.33
418,Corey Perry,ANH,28,0.35
419,Corey Tropp,CLS,28,0.53
420,Sidney Crosby,PIT,28,0.35
421,Mika Zibanejad,OTT,28,0.41
422,Zack Smith,OTT,28,0.34
423,Alexander Steen,STL,28,0.41
424,Vladimir Sobotka,STL,28,0.46
425,Matt Halischuk,WPG,27,0.59
426,Patrick Sharp,CHI,27,0.33
427,Radim Vrbata,PHO,27,0.34
428,Derek Dorsett,NYR,27,0.53
429,Jarred Tinordi,MON,27,1.23
430,Cory Conacher,BUF,27,0.34
431,Marcus Johansson,WAS,27,0.34
432,Jarome Iginla,BOS,27,0.35
433,Aleksander Barkov,FLA,27,0.5
434,Curtis Glencross,CGY,27,0.71
435,Valeri Nichushkin,DAL,27,0.34
436,Mike Komisarek,CAR,27,0.84
437,Lubomir Visnovsky,NYI,26,1.08
438,Dale Weise,MON,26,0.43
439,Zenon Konopka,BUF,26,0.44
440,Aaron Ness,NYI,26,1.3
441,Carlo Colaiacovo,STL,26,1.04
442,Ryan Malone,TB,26,0.46
443,Jason Spezza,OTT,26,0.35
444,Marian Hossa,CHI,26,0.36
445,Chris Kunitz,PIT,25,0.32
446,Alex Galchenyuk,MON,25,0.38
447,Mark Letestu,CLS,25,0.3
448,Ville Leino,BUF,25,0.43
449,Michael Grabner,NYI,25,0.39
450,Oscar Klefbom,EDM,25,1.47
451,Stephen Gionta,NJ,25,0.38
452,Viktor Stalberg,NSH,25,0.36
453,Radek Dvorak,CAR,25,0.42
454,Daniel Alfredsson,DET,25,0.37
455,Chris Summers,PHO,25,1.39
456,Martin Erat,PHO,25,0.36
457,Torrey Mitchell,BUF,25,0.37
458,Joakim Andersson,DET,25,0.38
459,Drew Stafford,BUF,25,0.36
460,Scottie Upshall,FLA,25,0.33
461,Rostislav Klesla,BUF,25,1
462,Travis Zajac,NJ,25,0.31
463,Magnus Paajarvi,STL,24,0.44
464,Matt Ellis,BUF,24,0.48
465,Ryan Carter,NJ,24,0.39
466,Brent Burns,SJ,24,0.35
467,Jordan Leopold,STL,24,0.89
468,Joe Corvo,OTT,24,0.96
469,Mason Raymond,TOR,24,0.29
470,Dominic Moore,NYR,24,0.33
471,Matt Beleskey,ANH,24,0.44
472,Dustin Penner,WAS,24,0.36
473,Tyler Seguin,DAL,24,0.3
474,James Neal,PIT,23,0.39
475,Nail Yakupov,EDM,23,0.37
476,Kris Versteeg,CHI,23,0.28
477,Steve Bernier,NJ,23,0.29
478,Nick Bjugstad,FLA,23,0.3
479,Johan Franzen,DET,23,0.43
480,Brad Marchand,BOS,23,0.28
481,Mark Arcobello,EDM,23,0.56
482,Sean Monahan,CGY,23,0.31
483,Jonathan Huberdeau,FLA,23,0.33
484,Justin Fontaine,MIN,23,0.35
485,Brian McGrattan,CGY,23,0.3
486,Nino Niederreiter,MIN,23,0.28
487,Matt Cullen,NSH,22,0.29
488,Luke Gazdic,EDM,22,0.33
489,Joe Vitale,PIT,22,0.42
490,Cody Hodgson,BUF,22,0.31
491,Peter Holland,TOR,22,0.51
492,Milan Lucic,BOS,22,0.28
493,Mikhail Grabovski,WAS,22,0.38
494,Pavel Datsyuk,DET,22,0.49
495,Shane Doan,PHO,22,0.32
496,Jean-Philippe Cote,TB,22,1.16
497,Alex Ovechkin,WAS,22,0.28
498,Riley Nash,CAR,22,0.3
499,Jannik Hansen,VAN,22,0.31
500,Brandon Bollig,CHI,22,0.27
501,Jesse Winchester,FLA,21,0.4
502,Justin Williams,LA,21,0.26
503,John Scott,BUF,21,0.38
504,Dan Carcillo,NYR,21,0.37
505,Ryan Jones,EDM,21,0.4
506,Daniel Sedin,VAN,21,0.29
507,Mike Richards,LA,21,0.26
508,Lee Stempniak,PIT,21,0.29
509,Alex Chiasson,DAL,21,0.27
510,Craig Smith,NSH,21,0.27
511,Erik Cole,DAL,21,0.28
512,Tim Kennedy,PHO,21,0.57
513,Cody McCormick,MIN,21,0.49
514,Brandon Saad,CHI,20,0.26
515,Nathan Beaulieu,MON,20,1.18
516,James Wright,WPG,20,0.34
517,Jakob Silfverberg,ANH,20,0.38
518,Jakub Voracek,PHI,20,0.24
519,Brenden Morrow,STL,20,0.28
520,Tom Pyatt,TB,20,0.74
521,Clarke MacArthur,OTT,20,0.25
522,Eric Gelinas,NJ,20,0.33
523,Stephane Veilleux,MIN,20,0.59
524,Colin Fraser,LA,20,0.61
525,David Perron,EDM,20,0.26
526,Jonathan Toews,CHI,20,0.26
527,Tomas Tatar,DET,20,0.27
528,Colby Robak,FLA,19,1.19
529,Derick Brassard,NYR,19,0.23
530,Sven Baertschi,CGY,19,0.73
531,Ryane Clowe,NJ,19,0.44
532,Troy Bodie,TOR,19,0.4
533,Henrik Sedin,VAN,19,0.27
534,Patrik Elias,NJ,19,0.29
535,Shawn Thornton,BOS,19,0.3
536,Johan Larsson,BUF,19,0.68
537,Vincent Lecavalier,PHI,19,0.28
538,Nikita Kucherov,TB,19,0.37
539,Jimmy Hayes,FLA,19,0.35
540,Brian Gibbons,PIT,19,0.46
541,John Tavares,NYI,19,0.32
542,Tomas Kopecky,FLA,19,0.39
543,Peter Regin,CHI,19,0.31
544,Maxim Lapierre,STL,18,0.25
545,Mike Ribeiro,PHO,18,0.23
546,Sean Bergenheim,FLA,18,0.29
547,Benoit Pouliot,NYR,18,0.23
548,Zach Sill,PIT,18,0.9
549,Matt Gilroy,FLA,18,1.13
550,Chris Kreider,NYR,18,0.27
551,Chris Neil,OTT,18,0.24
552,Chuck Kobasew,PIT,18,0.55
553,Evgeni Malkin,PIT,18,0.3
554,Corey Potter,BOS,18,0.95
555,Steve Downie,PHI,18,0.29
556,Jesse Joensuu,EDM,18,0.43
557,Drayson Bowman,CAR,18,0.26
558,J.T. Miller,NYR,17,0.57
559,Thomas Vanek,MON,17,0.22
560,Dwight King,LA,17,0.22
561,Ryan Wilson,COL,17,0.61
562,Frank Corrado,VAN,17,1.13
563,Eric Tangradi,WPG,17,0.31
564,John McCarthy,SJ,17,0.47
565,David Booth,VAN,17,0.26
566,Tyler Wotherspoon,CGY,17,1.21
567,Elias Lindholm,CAR,17,0.29
568,Erik Haula,MIN,17,0.37
569,Daniel Cleary,DET,17,0.33
570,Darren Helm,DET,16,0.38
571,Mikkel Boedker,PHO,16,0.2
572,Andrew Shaw,CHI,16,0.2
573,Blake Comeau,CLS,16,0.26
574,Jack Hillen,WAS,16,1.23
575,Trevor Smith,TOR,16,0.57
576,Bracken Kearns,SJ,16,0.64
577,Richard Panik,TB,16,0.32
578,Riley Sheahan,DET,16,0.38
579,P.A. Parenteau,COL,16,0.29
580,Patrick Maroon,ANH,16,0.26
581,Colton Sceviour,DAL,16,0.62
582,Scott Gomez,FLA,16,0.35
583,Steven Stamkos,TB,16,0.43
584,Ray Whitney,DAL,16,0.23
585,Andrei Loktionov,CAR,15,0.22
586,Brandon Pirri,FLA,15,0.31
587,Patrick Kane,CHI,15,0.22
588,Mathieu Perreault,ANH,15,0.22
589,Jiri Hudler,CGY,15,0.2
590,Rene Bourque,MON,15,0.24
591,Nathan Gerbe,CAR,15,0.19
592,Keith Aulie,TB,15,1
593,Henrik Zetterberg,DET,15,0.33
594,Colin McDonald,NYI,15,0.21
595,B.J. Crombeen,TB,15,0.27
596,Mike Brown,SJ,15,0.27
597,Jamie Oleksiak,DAL,14,2
598,Nathan Horton,CLS,14,0.39
599,Will Acton,EDM,14,0.47
600,Reilly Smith,BOS,14,0.17
601,David Rundblad,CHI,14,0.82
602,Gustav Nyquist,DET,14,0.25
603,Todd Bertuzzi,DET,14,0.24
604,Martin Havlat,SJ,14,0.29
605,Patrick Bordeleau,COL,14,0.17
606,Cal Clutterbuck,NYI,14,0.19
607,Mark Borowiecki,OTT,13,1
608,Devante Smith-Pelly,ANH,13,0.68
609,Kevin Czuczman,NYI,13,1
610,Jayson Megna,PIT,13,0.36
611,Kyle Clifford,LA,13,0.18
612,Tom Wilson,WAS,13,0.16
613,Alexander Urbom,NJ,13,0.65
614,Tomas Hertl,SJ,13,0.35
615,Emerson Etem,ANH,13,0.45
616,Jonathon Blum,MIN,13,0.87
617,Loui Eriksson,BOS,13,0.21
618,Dave Bolland,TOR,13,0.57
619,Zac Rinaldo,PHI,12,0.18
620,Eric O'Dell,WPG,12,0.4
621,Tom Sestito,VAN,12,0.16
622,Dustin Brown,LA,12,0.15
623,Jean-Gabriel Pageau,OTT,12,0.43
624,Brayden McNabb,LA,12,1
625,Teddy Purcell,TB,12,0.15
626,Ryan Reaves,STL,12,0.19
627,Matt Frattin,CLS,11,0.25
628,Derek Grant,OTT,11,0.55
629,Patrik Nemeth,DAL,11,1.38
630,Tomas Fleischmann,FLA,11,0.14
631,Daniel Briere,MON,11,0.16
632,Quinton Howden,FLA,11,0.69
633,Jason Zucker,MIN,11,0.52
634,Jordan Nolan,LA,11,0.17
635,Vincent Trocheck,FLA,11,0.55
636,Julien Brouillette,WAS,11,1.1
637,Tyler Kennedy,SJ,11,0.16
638,Zach Redmond,WPG,11,1.1
639,Stephen Weiss,DET,10,0.38
640,Ryan Whitney,FLA,10,1.43
641,Jake McCabe,BUF,10,1.43
642,Kevin Westgarth,CGY,10,0.21
643,Michael Chaput,CLS,10,0.59
644,Aaron Volpatti,WAS,10,0.24
645,Eriah Hayes,SJ,10,0.67
646,Colton Orr,TOR,10,0.19
647,Chris Conner,PIT,10,0.53
648,Michael Ryder,NJ,10,0.12
649,Marian Gaborik,LA,10,0.24
650,Bryan Bickell,CHI,10,0.17
651,Paul Byron,CGY,10,0.21
652,Chad Billins,CGY,9,0.9
653,Vladimir Tarasenko,STL,9,0.14
654,Chris Stewart,BUF,9,0.14
655,Jared Boll,CLS,9,0.32
656,Jerred Smithson,TOR,9,0.5
657,Zac Dalpe,VAN,9,0.16
658,Jordan Caron,BOS,9,0.26
659,Rich Clune,NSH,9,0.16
660,Colton Sissons,NSH,9,0.53
661,Radek Martinek,NYI,9,0.69
662,Adam Burish,SJ,9,0.6
663,Darren Archibald,VAN,9,0.56
664,Jaromir Jagr,NJ,9,0.11
665,Tim Sestito,NJ,9,0.56
666,Denis Grebeshkov,EDM,9,1.29
667,Tanner Pearson,LA,9,0.36
668,Kyle Chipchura,PHO,9,0.11
669,Tomas Jurco,DET,9,0.25
670,Brandon Gormley,PHO,8,1.6
671,Tyler Toffoli,LA,8,0.13
672,Jordan Schroeder,VAN,8,0.32
673,Alex Tanguay,COL,8,0.5
674,Adam Cracknell,STL,8,0.42
675,Jeremy Welsh,VAN,8,0.42
676,Ryan Strome,NYI,8,0.22
677,Anton Lander,EDM,8,0.3
678,Teemu Selanne,ANH,8,0.13
679,Scott Mayfield,NYI,8,1.6
680,Brian Dumoulin,PIT,8,1.33
681,Jeff Skinner,CAR,8,0.11
682,Mike Hoffman,OTT,7,0.28
